category_id,exposed_date,expose_cnt,video_cnt,user_cnt,watch_time_sum,watch_rate_avg,like_cnt,click_cnt,comment_cnt,follow_cnt,collect_cnt,forward_cnt,hate_cnt,like_rate,click_rate,comment_rate,follow_rate,collect_rate,forward_rate,hate_rate
129,20220919,12,3,4,123,0.1961837387024317,0,3,0,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
129,20220920,16,6,6,253,0.5480280163321831,0,13,0,0,0,0,0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0
129,20220921,30,5,10,543,0.5465133969099922,0,18,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
129,20220922,21,4,7,690,0.6089613141598503,0,12,0,0,0,0,0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0
130,20220915,1,1,1,2,0.023432923257176334,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,20220916,22,4,9,438,0.8105209356612287,0,15,0,0,0,0,0,0.0,0.6818,0.0,0.0,0.0,0.0,0.0
130,20220917,34,6,14,904,0.8190079472185469,2,29,0,0,2,0,0,0.0588,0.8529,0.0,0.0,0.0588,0.0,0.0
130,20220918,27,3,9,456,0.645266439909297,0,18,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
130,20220919,18,3,6,138,0.4693658651579444,0,6,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
130,20220920,9,2,3,339,0.6997354497354498,0,6,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
130,20220922,10,4,4,165,0.5779747707162505,0,5,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
131,20220915,3,1,1,18,0.15748031496062992,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,20220916,13,4,5,464,0.6348600309259051,0,11,0,0,0,0,0,0.0,0.8462,0.0,0.0,0.0,0.0,0.0
131,20220917,4,2,2,10,0.3314777983702214,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,20220918,12,3,4,243,0.8444056016579068,3,12,0,0,0,0,0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
131,20220919,14,5,5,1069,0.792132601071925,0,11,0,0,0,0,0,0.0,0.7857,0.0,0.0,0.0,0.0,0.0
131,20220920,24,5,8,282,0.5346124718311076,3,12,0,0,0,0,0,0.125,0.5,0.0,0.0,0.0,0.0,0.0
131,20220921,11,4,4,387,0.8632059085622802,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,20220922,9,3,3,603,0.6904010316537315,0,6,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
133,20220915,13,4,3,200,0.4960815727690267,3,9,0,0,0,0,0,0.2308,0.6923,0.0,0.0,0.0,0.0,0.0
133,20220916,206,16,69,5662,0.7813239246217512,6,169,0,0,0,3,0,0.0291,0.8204,0.0,0.0,0.0,0.0146,0.0
133,20220917,262,24,86,6310,0.7424808907462582,0,200,0,0,0,0,0,0.0,0.7634,0.0,0.0,0.0,0.0,0.0
133,20220918,167,20,56,3852,0.751280632347138,3,127,0,2,0,0,0,0.018,0.7605,0.0,0.012,0.0,0.0,0.0
133,20220919,130,24,41,1776,0.5843386804497933,0,91,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
133,20220920,135,16,47,3326,0.6753351600613872,0,93,0,0,0,0,0,0.0,0.6889,0.0,0.0,0.0,0.0,0.0
133,20220921,76,17,27,1526,0.6646638646540404,0,50,0,2,2,0,0,0.0,0.6579,0.0,0.0263,0.0263,0.0,0.0
133,20220922,76,17,26,1488,0.4262434115771099,0,50,0,0,0,0,0,0.0,0.6579,0.0,0.0,0.0,0.0,0.0
134,20220915,22,10,9,160,0.721374197015701,0,8,0,0,0,0,0,0.0,0.3636,0.0,0.0,0.0,0.0,0.0
134,20220916,183,47,90,1726,0.5938000961475306,7,73,0,3,0,3,0,0.0383,0.3989,0.0,0.0164,0.0,0.0164,0.0
134,20220917,136,46,60,2059,0.5631310140395165,9,65,3,0,0,0,0,0.0662,0.4779,0.0221,0.0,0.0,0.0,0.0
134,20220918,164,53,72,2566,0.6210235297356769,5,80,0,0,0,0,0,0.0305,0.4878,0.0,0.0,0.0,0.0,0.0
134,20220919,131,39,56,1771,0.6519107113275571,0,67,0,0,0,0,0,0.0,0.5115,0.0,0.0,0.0,0.0,0.0
134,20220920,75,26,34,825,0.6342327969195668,0,35,0,0,3,0,0,0.0,0.4667,0.0,0.0,0.04,0.0,0.0
134,20220921,44,17,21,826,0.7014075162399747,1,23,0,0,3,0,0,0.0227,0.5227,0.0,0.0,0.0682,0.0,0.0
134,20220922,79,25,38,560,0.5789432068144215,1,30,0,0,0,0,0,0.0127,0.3797,0.0,0.0,0.0,0.0,0.0
135,20220915,25,4,8,132,0.9489157019403228,0,9,0,0,0,0,0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
135,20220916,80,16,21,486,0.6090584291774629,0,30,0,0,0,0,0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
135,20220917,47,21,27,470,0.5683616522039867,2,17,2,0,0,0,0,0.0426,0.3617,0.0426,0.0,0.0,0.0,0.0
135,20220918,70,17,31,738,0.5974280846004928,0,42,3,0,0,0,0,0.0,0.6,0.0429,0.0,0.0,0.0,0.0
135,20220919,36,13,17,181,0.30281789492686184,2,8,0,1,0,0,0,0.0556,0.2222,0.0,0.0278,0.0,0.0,0.0
135,20220920,41,17,20,408,0.5924243084036482,4,15,0,0,0,0,0,0.0976,0.3659,0.0,0.0,0.0,0.0,0.0
135,20220921,32,13,17,503,0.9098928951995544,1,28,2,0,0,0,0,0.0312,0.875,0.0625,0.0,0.0,0.0,0.0
135,20220922,32,12,14,387,0.5266968108148049,5,15,0,0,0,0,2,0.1562,0.4688,0.0,0.0,0.0,0.0,0.0625
136,20220915,274,102,101,14859,0.5012463572906835,6,167,0,0,2,3,0,0.0219,0.6095,0.0,0.0,0.0073,0.0109,0.0
136,20220916,3266,742,906,134868,0.5383361670524409,78,2170,4,14,23,6,2,0.0239,0.6644,0.0012,0.0043,0.007,0.0018,0.0006
136,20220917,3873,803,1016,163147,0.5491567543369564,86,2672,12,8,34,5,3,0.0222,0.6899,0.0031,0.0021,0.0088,0.0013,0.0008
136,20220918,3725,784,1015,161309,0.5230863514266295,97,2467,10,27,25,3,11,0.026,0.6623,0.0027,0.0072,0.0067,0.0008,0.003
136,20220919,2587,625,787,124525,0.5432250421789793,47,1704,6,13,16,7,0,0.0182,0.6587,0.0023,0.005,0.0062,0.0027,0.0
136,20220920,2416,540,717,107728,0.5438763439831704,74,1596,7,20,16,1,3,0.0306,0.6606,0.0029,0.0083,0.0066,0.0004,0.0012
136,20220921,1698,466,580,79432,0.55112714015616,52,1148,1,6,10,3,2,0.0306,0.6761,0.0006,0.0035,0.0059,0.0018,0.0012
136,20220922,1500,414,491,62253,0.46858943272953746,44,908,0,9,13,0,2,0.0293,0.6053,0.0,0.006,0.0087,0.0,0.0013
139,20220915,24,7,10,846,0.49465813889863225,0,15,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
139,20220916,164,28,60,6207,0.5124158239349718,0,113,0,0,0,0,0,0.0,0.689,0.0,0.0,0.0,0.0,0.0
139,20220917,136,30,50,6822,0.5269242623659243,3,103,0,0,0,0,0,0.0221,0.7574,0.0,0.0,0.0,0.0,0.0
139,20220918,186,30,68,8220,0.5731522639527006,18,129,0,3,6,0,0,0.0968,0.6935,0.0,0.0161,0.0323,0.0,0.0
139,20220919,88,17,33,4305,0.5193998387566158,0,60,0,0,0,0,0,0.0,0.6818,0.0,0.0,0.0,0.0,0.0
139,20220920,104,18,35,5203,0.46382477730393595,1,82,0,1,1,0,0,0.0096,0.7885,0.0,0.0096,0.0096,0.0,0.0
139,20220921,57,12,19,2680,0.3816560221255461,0,42,0,0,0,0,0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0
139,20220922,63,14,23,3009,0.445135108836456,3,35,0,3,3,0,0,0.0476,0.5556,0.0,0.0476,0.0476,0.0,0.0
140,20220915,3,1,1,15,0.24590567058476367,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,20220916,64,15,28,2190,0.43157889207495637,3,41,0,0,3,1,0,0.0469,0.6406,0.0,0.0,0.0469,0.0156,0.0
140,20220917,53,14,20,2029,0.4086516864600325,0,38,0,0,0,0,0,0.0,0.717,0.0,0.0,0.0,0.0,0.0
140,20220918,24,7,10,1285,0.39792713954067366,0,18,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
140,20220919,28,8,10,664,0.46473453355666366,0,17,0,0,0,0,0,0.0,0.6071,0.0,0.0,0.0,0.0,0.0
140,20220920,48,12,18,2021,0.587533279039335,3,29,0,0,3,0,0,0.0625,0.6042,0.0,0.0,0.0625,0.0,0.0
140,20220921,26,7,15,700,0.6383704771366626,0,16,0,0,0,0,0,0.0,0.6154,0.0,0.0,0.0,0.0,0.0
140,20220922,18,9,9,342,0.5682429497583334,0,12,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
141,20220915,58,7,20,795,0.3233695209061501,0,13,0,0,0,0,0,0.0,0.2241,0.0,0.0,0.0,0.0,0.0
141,20220916,398,27,132,4950,0.24836079158970056,5,94,0,0,0,0,0,0.0126,0.2362,0.0,0.0,0.0,0.0,0.0
141,20220917,347,24,117,3261,0.23227699313261427,2,81,0,0,0,0,0,0.0058,0.2334,0.0,0.0,0.0,0.0,0.0
141,20220918,283,20,97,3301,0.1848343302763472,0,59,0,3,0,1,0,0.0,0.2085,0.0,0.0106,0.0,0.0035,0.0
141,20220919,215,14,74,1462,0.17871246534088306,0,27,0,0,0,0,0,0.0,0.1256,0.0,0.0,0.0,0.0,0.0
141,20220920,103,13,38,1199,0.27982960351315983,0,29,0,0,0,0,0,0.0,0.2816,0.0,0.0,0.0,0.0,0.0
141,20220921,172,10,62,1629,0.17884472690767694,0,37,0,0,0,0,0,0.0,0.2151,0.0,0.0,0.0,0.0,0.0
141,20220922,169,16,57,1621,0.18466320290698063,0,51,0,0,0,0,0,0.0,0.3018,0.0,0.0,0.0,0.0,0.0
142,20220915,3,2,2,19,0.24495991283968965,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,20220916,34,7,14,404,0.5499445575676403,0,17,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
142,20220917,34,12,13,555,0.49588640999542494,0,16,0,0,0,0,0,0.0,0.4706,0.0,0.0,0.0,0.0,0.0
142,20220918,18,6,7,687,0.5838626133865833,3,12,0,0,0,0,0,0.1667,0.6667,0.0,0.0,0.0,0.0,0.0
142,20220919,31,9,15,533,0.5317783411040475,0,16,0,2,0,0,0,0.0,0.5161,0.0,0.0645,0.0,0.0,0.0
142,20220920,24,9,10,283,0.38843406831959193,0,8,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
142,20220921,30,12,13,1024,0.7578231117107419,0,20,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
142,20220922,33,8,16,719,0.6747798267749187,0,19,0,0,0,0,0,0.0,0.5758,0.0,0.0,0.0,0.0,0.0
143,20220916,14,2,5,223,0.8505933282197281,0,12,0,0,0,0,0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0
143,20220918,7,2,2,48,0.36856364264670854,0,3,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
143,20220919,8,2,4,44,0.4754747302621034,0,1,0,0,0,0,0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
143,20220920,6,1,2,39,0.56360010404925,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
143,20220922,12,1,4,132,0.7763157894736841,0,9,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
144,20220915,6,2,2,30,0.03992696160283359,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,20220916,32,8,12,706,0.3742805917132993,0,9,0,0,0,0,0,0.0,0.2812,0.0,0.0,0.0,0.0,0.0
144,20220917,49,10,15,2775,0.5410118784480883,0,28,0,0,0,0,0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0
144,20220918,6,3,3,189,0.13535965367165906,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
144,20220919,13,4,6,114,0.4280779825310424,0,5,0,0,0,0,0,0.0,0.3846,0.0,0.0,0.0,0.0,0.0
144,20220920,11,4,4,745,0.4531334193738715,0,9,0,0,0,0,0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0
144,20220921,16,5,6,360,0.6389333906900517,0,13,0,0,0,0,0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0
144,20220922,24,7,10,429,0.40787731817838485,0,13,0,0,3,3,0,0.0,0.5417,0.0,0.0,0.125,0.125,0.0
147,20220915,11,5,5,495,0.7629694002935823,0,10,0,0,0,0,0,0.0,0.9091,0.0,0.0,0.0,0.0,0.0
147,20220916,357,79,112,16176,0.5558680752289502,3,219,0,0,0,3,0,0.0084,0.6134,0.0,0.0,0.0,0.0084,0.0
147,20220917,334,73,118,15122,0.5308193994709378,0,194,0,0,0,3,0,0.0,0.5808,0.0,0.0,0.0,0.009,0.0
147,20220918,331,68,112,15514,0.4737734589747906,6,212,0,0,0,0,0,0.0181,0.6405,0.0,0.0,0.0,0.0,0.0
147,20220919,268,69,93,11120,0.5305774260067807,3,158,0,0,0,2,0,0.0112,0.5896,0.0,0.0,0.0,0.0075,0.0
147,20220920,270,72,96,10552,0.5007106726967515,3,147,4,0,3,0,0,0.0111,0.5444,0.0148,0.0,0.0111,0.0,0.0
147,20220921,224,59,79,10956,0.5501086771885352,0,133,0,0,1,0,0,0.0,0.5938,0.0,0.0,0.0045,0.0,0.0
147,20220922,154,38,54,6220,0.4130382997221762,0,66,0,0,1,1,0,0.0,0.4286,0.0,0.0,0.0065,0.0065,0.0
148,20220915,21,8,7,1507,0.676706734503429,0,15,0,0,0,0,0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0
148,20220916,267,61,101,10108,0.48335591079420726,9,173,0,3,3,0,0,0.0337,0.6479,0.0,0.0112,0.0112,0.0,0.0
148,20220917,217,51,80,7883,0.5228443701161082,0,145,0,0,0,0,0,0.0,0.6682,0.0,0.0,0.0,0.0,0.0
148,20220918,175,41,62,6979,0.4898224370451967,0,112,3,0,0,0,0,0.0,0.64,0.0171,0.0,0.0,0.0,0.0
148,20220919,145,34,58,6516,0.6149234586644866,3,105,0,0,0,0,0,0.0207,0.7241,0.0,0.0,0.0,0.0,0.0
148,20220920,127,38,47,5179,0.5487637008069914,3,75,0,0,0,0,0,0.0236,0.5906,0.0,0.0,0.0,0.0,0.0
148,20220921,126,30,48,5753,0.45220019674632606,6,74,0,3,0,0,0,0.0476,0.5873,0.0,0.0238,0.0,0.0,0.0
148,20220922,109,32,40,3898,0.458270849745389,1,69,0,0,3,0,0,0.0092,0.633,0.0,0.0,0.0275,0.0,0.0
150,20220915,6,1,2,18,0.19417475728155342,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,20220916,15,4,5,759,0.8453706652274016,0,12,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
150,20220917,24,6,8,419,0.49288195311016153,0,16,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
150,20220918,47,8,17,1302,0.4556123605364768,0,24,0,0,0,0,0,0.0,0.5106,0.0,0.0,0.0,0.0,0.0
150,20220919,58,6,23,1592,0.655711514096755,3,42,0,0,0,0,0,0.0517,0.7241,0.0,0.0,0.0,0.0,0.0
150,20220920,36,5,13,1375,0.5685830438665824,0,17,0,0,0,0,0,0.0,0.4722,0.0,0.0,0.0,0.0,0.0
150,20220921,39,6,14,464,0.4559820620314492,0,21,0,0,0,0,0,0.0,0.5385,0.0,0.0,0.0,0.0,0.0
150,20220922,14,3,5,97,0.19065469932035148,0,3,0,0,0,0,0,0.0,0.2143,0.0,0.0,0.0,0.0,0.0
153,20220915,53,14,15,1072,0.46689998114799214,0,18,0,0,0,0,0,0.0,0.3396,0.0,0.0,0.0,0.0,0.0
153,20220916,902,141,261,24755,0.5517631031001754,5,507,3,0,0,5,0,0.0055,0.5621,0.0033,0.0,0.0,0.0055,0.0
153,20220917,742,144,210,18754,0.5555821122655766,9,405,0,3,0,0,0,0.0121,0.5458,0.0,0.004,0.0,0.0,0.0
153,20220918,733,139,231,15286,0.5231376708979812,14,399,2,3,1,0,0,0.0191,0.5443,0.0027,0.0041,0.0014,0.0,0.0
153,20220919,600,127,185,15086,0.5112996185238696,3,314,0,1,0,12,0,0.005,0.5233,0.0,0.0017,0.0,0.02,0.0
153,20220920,453,107,148,8143,0.5130729890020771,7,212,0,2,4,0,0,0.0155,0.468,0.0,0.0044,0.0088,0.0,0.0
153,20220921,339,78,119,8777,0.5585538136757852,2,190,0,3,0,3,0,0.0059,0.5605,0.0,0.0088,0.0,0.0088,0.0
153,20220922,377,82,130,10710,0.5534893756447523,4,221,0,0,0,3,0,0.0106,0.5862,0.0,0.0,0.0,0.008,0.0
154,20220915,34,12,12,696,0.27451435905174765,0,15,0,0,0,0,0,0.0,0.4412,0.0,0.0,0.0,0.0,0.0
154,20220916,362,89,121,9350,0.4796909499420736,3,188,1,0,3,0,0,0.0083,0.5193,0.0028,0.0,0.0083,0.0,0.0
154,20220917,394,80,129,11233,0.49957703239007223,15,226,0,2,1,0,0,0.0381,0.5736,0.0,0.0051,0.0025,0.0,0.0
154,20220918,463,82,140,11367,0.43648967225708946,3,274,0,0,0,0,0,0.0065,0.5918,0.0,0.0,0.0,0.0,0.0
154,20220919,301,61,97,8315,0.41691658298608186,8,146,0,3,3,0,0,0.0266,0.485,0.0,0.01,0.01,0.0,0.0
154,20220920,252,54,86,9293,0.4454253271015364,0,126,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
154,20220921,304,50,106,8244,0.335473075894021,12,136,0,3,1,0,0,0.0395,0.4474,0.0,0.0099,0.0033,0.0,0.0
154,20220922,247,45,76,5362,0.4443117800804776,2,110,0,0,0,0,6,0.0081,0.4453,0.0,0.0,0.0,0.0,0.0243
155,20220915,11,4,4,216,0.12796072412548415,0,5,0,0,0,0,0,0.0,0.4545,0.0,0.0,0.0,0.0,0.0
155,20220916,274,58,82,12619,0.3352071631476751,0,181,0,3,3,0,0,0.0,0.6606,0.0,0.0109,0.0109,0.0,0.0
155,20220917,249,56,81,8335,0.3480418989464508,6,162,0,0,0,3,0,0.0241,0.6506,0.0,0.0,0.0,0.012,0.0
155,20220918,240,56,75,5100,0.23213676215858978,1,115,0,1,3,0,0,0.0042,0.4792,0.0,0.0042,0.0125,0.0,0.0
155,20220919,192,51,59,7049,0.26910652966846976,5,116,0,0,0,0,0,0.026,0.6042,0.0,0.0,0.0,0.0,0.0
155,20220920,138,35,49,5644,0.2519173662022584,3,87,0,0,0,0,0,0.0217,0.6304,0.0,0.0,0.0,0.0,0.0
155,20220921,128,33,45,4511,0.2756207247147219,0,93,0,0,0,0,0,0.0,0.7266,0.0,0.0,0.0,0.0,0.0
155,20220922,89,24,28,3417,0.23532915108500954,0,50,0,0,0,0,0,0.0,0.5618,0.0,0.0,0.0,0.0,0.0
156,20220915,5,2,2,18,0.26067268320551473,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,20220916,95,26,33,2494,0.6301285365228423,0,63,0,0,0,0,0,0.0,0.6632,0.0,0.0,0.0,0.0,0.0
156,20220917,80,19,32,1706,0.5467448634496587,0,41,0,0,0,0,0,0.0,0.5125,0.0,0.0,0.0,0.0,0.0
156,20220918,119,27,48,2296,0.5172981835242118,0,68,0,0,0,0,0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0
156,20220919,82,21,33,2230,0.5350383981653435,0,49,0,0,0,0,0,0.0,0.5976,0.0,0.0,0.0,0.0,0.0
156,20220920,106,19,39,1981,0.5310273182067634,0,47,0,0,0,0,0,0.0,0.4434,0.0,0.0,0.0,0.0,0.0
156,20220921,51,14,21,775,0.6954816764910325,4,32,0,0,3,0,0,0.0784,0.6275,0.0,0.0,0.0588,0.0,0.0
156,20220922,67,13,22,1408,0.5350876794250029,5,37,0,2,0,0,0,0.0746,0.5522,0.0,0.0299,0.0,0.0,0.0
157,20220915,25,10,11,562,0.6097383592003583,0,23,0,0,0,0,0,0.0,0.92,0.0,0.0,0.0,0.0,0.0
157,20220916,282,44,92,7005,0.6272428503725304,3,169,0,3,0,0,0,0.0106,0.5993,0.0,0.0106,0.0,0.0,0.0
157,20220917,254,52,79,4528,0.47924772042846636,3,129,0,0,0,0,0,0.0118,0.5079,0.0,0.0,0.0,0.0,0.0
157,20220918,300,59,102,6392,0.5945493317149796,0,177,0,0,0,3,0,0.0,0.59,0.0,0.0,0.0,0.01,0.0
157,20220919,269,58,101,5498,0.5195340808821016,0,134,0,0,0,0,0,0.0,0.4981,0.0,0.0,0.0,0.0,0.0
157,20220920,177,45,68,3103,0.589155539147457,0,102,0,0,0,0,0,0.0,0.5763,0.0,0.0,0.0,0.0,0.0
157,20220921,162,46,54,3192,0.5468232108249578,6,84,2,3,0,0,0,0.037,0.5185,0.0123,0.0185,0.0,0.0,0.0
157,20220922,98,28,36,1528,0.47315438314439423,0,42,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
158,20220915,38,11,12,2866,0.6759379259426328,0,29,0,0,0,0,0,0.0,0.7632,0.0,0.0,0.0,0.0,0.0
158,20220916,169,44,60,4984,0.4748793464556906,3,89,0,0,0,0,0,0.0178,0.5266,0.0,0.0,0.0,0.0,0.0
158,20220917,162,36,59,4942,0.4509541627854316,3,91,0,0,3,0,0,0.0185,0.5617,0.0,0.0,0.0185,0.0,0.0
158,20220918,155,46,56,3810,0.5115978467913815,0,92,0,0,3,3,0,0.0,0.5935,0.0,0.0,0.0194,0.0194,0.0
158,20220919,165,38,56,3949,0.47639653766028595,0,82,0,0,0,3,0,0.0,0.497,0.0,0.0,0.0,0.0182,0.0
158,20220920,215,39,71,6188,0.6043944927383762,0,144,0,0,0,3,0,0.0,0.6698,0.0,0.0,0.0,0.014,0.0
158,20220921,143,27,46,4006,0.6188038155487908,0,95,3,0,0,0,0,0.0,0.6643,0.021,0.0,0.0,0.0,0.0
158,20220922,113,25,40,3698,0.6208272987761873,3,77,0,3,0,0,0,0.0265,0.6814,0.0,0.0265,0.0,0.0,0.0
160,20220915,16,5,6,1084,0.8203432517022876,0,14,0,0,0,0,0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
160,20220916,83,9,29,3208,0.47986346701475274,8,64,0,6,3,0,0,0.0964,0.7711,0.0,0.0723,0.0361,0.0,0.0
160,20220917,27,5,9,1587,0.470618780652083,3,21,0,0,0,0,0,0.1111,0.7778,0.0,0.0,0.0,0.0,0.0
160,20220918,56,10,19,2648,0.464914540404437,0,33,0,0,0,0,0,0.0,0.5893,0.0,0.0,0.0,0.0,0.0
160,20220919,40,9,14,1713,0.7629325356007732,6,32,0,0,3,0,0,0.15,0.8,0.0,0.0,0.075,0.0,0.0
160,20220920,52,10,19,3609,0.5811718800420396,2,40,0,0,0,2,0,0.0385,0.7692,0.0,0.0,0.0,0.0385,0.0
160,20220921,57,7,24,2665,0.28216262114177443,0,27,0,0,0,0,0,0.0,0.4737,0.0,0.0,0.0,0.0,0.0
160,20220922,28,5,11,931,0.36574043728212796,2,18,2,0,0,0,0,0.0714,0.6429,0.0714,0.0,0.0,0.0,0.0
161,20220915,2,1,1,56,1.0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,20220916,46,10,17,1188,0.6229075671086427,0,32,0,0,0,3,0,0.0,0.6957,0.0,0.0,0.0,0.0652,0.0
161,20220917,79,16,31,2294,0.6570859993114891,0,51,0,0,0,0,0,0.0,0.6456,0.0,0.0,0.0,0.0,0.0
161,20220918,62,14,24,1465,0.6113065340915599,6,45,0,0,0,0,0,0.0968,0.7258,0.0,0.0,0.0,0.0,0.0
161,20220919,40,12,15,649,0.5766501773330436,0,21,0,0,3,0,0,0.0,0.525,0.0,0.0,0.075,0.0,0.0
161,20220920,36,5,12,726,0.2872546619130036,0,24,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
161,20220921,39,5,13,2084,0.2781035092382205,0,20,0,0,0,0,0,0.0,0.5128,0.0,0.0,0.0,0.0,0.0
161,20220922,45,9,16,771,0.5649455660496597,0,32,0,0,0,0,0,0.0,0.7111,0.0,0.0,0.0,0.0,0.0
162,20220915,4,2,2,57,0.7979069965506962,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,20220916,50,9,18,814,0.5970761494950354,0,29,0,0,0,0,0,0.0,0.58,0.0,0.0,0.0,0.0,0.0
162,20220917,32,12,13,515,0.5140210860577681,0,13,0,0,0,0,0,0.0,0.4062,0.0,0.0,0.0,0.0,0.0
162,20220918,19,6,11,557,0.37359897512983553,0,6,0,0,0,0,0,0.0,0.3158,0.0,0.0,0.0,0.0,0.0
162,20220919,17,6,6,133,0.261224447938675,0,7,0,0,0,0,0,0.0,0.4118,0.0,0.0,0.0,0.0,0.0
162,20220920,21,6,12,499,0.4767300220595271,0,8,0,0,0,0,0,0.0,0.381,0.0,0.0,0.0,0.0,0.0
162,20220921,25,9,9,559,0.5604021861425718,0,19,0,0,0,0,0,0.0,0.76,0.0,0.0,0.0,0.0,0.0
162,20220922,12,6,6,661,0.5885672729377448,3,5,0,0,0,0,0,0.25,0.4167,0.0,0.0,0.0,0.0,0.0
163,20220916,27,6,11,593,0.6660197578450806,0,16,0,0,0,0,0,0.0,0.5926,0.0,0.0,0.0,0.0,0.0
163,20220917,17,5,7,389,0.5849576195633112,0,11,0,0,0,0,0,0.0,0.6471,0.0,0.0,0.0,0.0,0.0
163,20220918,24,5,10,945,0.8170190731979375,0,18,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
163,20220919,56,8,19,1458,0.5844930887857386,3,35,0,0,0,0,0,0.0536,0.625,0.0,0.0,0.0,0.0,0.0
163,20220920,156,10,53,2389,0.7564723084658128,0,104,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
163,20220921,39,6,13,522,0.5209271989336292,3,18,0,0,0,0,0,0.0769,0.4615,0.0,0.0,0.0,0.0,0.0
163,20220922,19,6,7,389,0.48476757697620093,0,10,0,3,0,0,0,0.0,0.5263,0.0,0.1579,0.0,0.0,0.0
167,20220915,54,18,20,2360,0.4673491547104099,0,35,0,0,0,0,0,0.0,0.6481,0.0,0.0,0.0,0.0,0.0
167,20220916,766,132,249,21883,0.5230993075294568,19,479,3,0,3,3,6,0.0248,0.6253,0.0039,0.0,0.0039,0.0039,0.0078
167,20220917,652,138,223,19208,0.5133342871883801,16,405,6,4,11,0,3,0.0245,0.6212,0.0092,0.0061,0.0169,0.0,0.0046
167,20220918,772,147,251,20403,0.49441441466325564,18,453,0,4,13,1,0,0.0233,0.5868,0.0,0.0052,0.0168,0.0013,0.0
167,20220919,570,117,184,18507,0.5487089498165425,13,359,3,4,0,0,0,0.0228,0.6298,0.0053,0.007,0.0,0.0,0.0
167,20220920,564,117,186,18008,0.5097003018146361,3,363,0,0,0,0,0,0.0053,0.6436,0.0,0.0,0.0,0.0,0.0
167,20220921,381,82,124,9036,0.4789563857125425,2,211,0,0,2,0,0,0.0052,0.5538,0.0,0.0,0.0052,0.0,0.0
